item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern
319601,cube,cube,cube,carrot,cube,cube,cube,carrot,smile,sun,cube,carrot,carrot,7,67503241,2031,AAABAAAB
62751,star,star,star,helicopter,star,star,star,helicopter,pyramid,helicopter,truck,star,helicopter,7,65734120,3102,AAABAAAB
329712,hammer,hammer,hammer,helicopter,hammer,hammer,hammer,helicopter,hammer,wheat,smile,helicopter,helicopter,7,34215076,3120,AAABAAAB
536664,hammer,hammer,hammer,smile,hammer,hammer,hammer,smile,hammer,cube,smile,bell,smile,7,46357021,0312,AAABAAAB
14403,smile,smile,smile,pyramid,smile,smile,smile,pyramid,smile,wheat,pyramid,sun,pyramid,7,56021743,0231,AAABAAAB
251061,wheat,wheat,wheat,truck,wheat,wheat,wheat,truck,pyramid,heart,wheat,truck,truck,7,37150624,2031,AAABAAAB
4926,star,star,star,sun,star,star,star,sun,wheat,sun,helicopter,star,sun,7,13570264,1320,AAABAAAB
545807,carrot,carrot,carrot,cube,carrot,carrot,carrot,cube,carrot,guitar,cube,eye,cube,7,13542706,2130,AAABAAAB
50254,guitar,guitar,guitar,carrot,guitar,guitar,guitar,carrot,guitar,bell,carrot,cube,carrot,7,56023147,3021,AAABAAAB
207420,bell,bell,bell,truck,bell,bell,bell,truck,bell,guitar,smile,truck,truck,7,02741365,3210,AAABAAAB
218201,key,star,key,star,smile,bell,smile,bell,smile,bell,star,key,bell,7,70542316,2013,ABABCDCD
416096,star,hammer,star,hammer,bell,helicopter,bell,helicopter,hammer,star,helicopter,bell,helicopter,7,36041725,1320,ABABCDCD
154046,bell,sun,bell,sun,truck,bulb,truck,bulb,bell,bulb,truck,sun,bulb,7,31402657,1023,ABABCDCD
406163,helicopter,carrot,helicopter,carrot,bulb,wheat,bulb,wheat,wheat,carrot,bulb,helicopter,wheat,7,67015234,2103,ABABCDCD
391345,smile,bulb,smile,bulb,pyramid,heart,pyramid,heart,heart,pyramid,bulb,smile,heart,7,24731650,1203,ABABCDCD
561838,star,heart,star,heart,cube,carrot,cube,carrot,star,cube,heart,carrot,carrot,7,40536271,2301,ABABCDCD
630297,truck,hammer,truck,hammer,heart,bell,heart,bell,hammer,bell,heart,truck,bell,7,63502471,2103,ABABCDCD
346526,sun,bell,sun,bell,pyramid,star,pyramid,star,bell,sun,pyramid,star,star,7,02347561,2013,ABABCDCD
643100,bell,key,bell,key,smile,star,smile,star,bell,smile,key,star,star,7,67532041,0132,ABABCDCD
175272,smile,truck,smile,truck,bell,carrot,bell,carrot,carrot,truck,smile,bell,carrot,7,03514267,2310,ABABCDCD
43579,bulb,guitar,guitar,bulb,bulb,guitar,guitar,bulb,bulb,sun,cube,guitar,bulb,7,03752164,3210,ABBAABBA
427679,eye,carrot,carrot,eye,eye,carrot,carrot,eye,sun,eye,carrot,key,eye,7,47506123,0231,ABBAABBA
635471,sun,carrot,carrot,sun,sun,carrot,carrot,sun,eye,sun,carrot,guitar,sun,7,61543027,3201,ABBAABBA
565365,wheat,sun,sun,wheat,wheat,sun,sun,wheat,wheat,smile,sun,guitar,wheat,7,42613705,0213,ABBAABBA
594241,sun,cube,cube,sun,sun,cube,cube,sun,carrot,cube,hammer,sun,sun,7,53162740,3021,ABBAABBA
227614,smile,wheat,wheat,smile,smile,wheat,wheat,smile,bulb,smile,key,wheat,smile,7,60572314,0231,ABBAABBA
7947,bulb,hammer,hammer,bulb,bulb,hammer,hammer,bulb,bulb,truck,heart,hammer,bulb,7,50361427,2301,ABBAABBA
603890,guitar,key,key,guitar,guitar,key,key,guitar,guitar,bell,key,bulb,guitar,7,45302761,2013,ABBAABBA
173444,pyramid,guitar,guitar,pyramid,pyramid,guitar,guitar,pyramid,eye,pyramid,guitar,bulb,pyramid,7,35427610,0213,ABBAABBA
231175,carrot,star,star,carrot,carrot,star,star,carrot,bulb,carrot,star,sun,carrot,7,71023546,3021,ABBAABBA
48382,cube,sun,sun,cube,heart,bell,heart,bell,cube,sun,heart,bell,bell,7,25461307,3201,ABBACDCD
661548,bulb,carrot,carrot,bulb,eye,helicopter,eye,helicopter,helicopter,carrot,bulb,eye,helicopter,7,35674102,1302,ABBACDCD
588204,smile,eye,eye,smile,bulb,star,bulb,star,smile,star,bulb,eye,star,7,24507361,0231,ABBACDCD
31490,hammer,pyramid,pyramid,hammer,guitar,carrot,guitar,carrot,hammer,guitar,carrot,pyramid,carrot,7,75162043,0213,ABBACDCD
107402,bell,cube,cube,bell,wheat,helicopter,wheat,helicopter,wheat,helicopter,cube,bell,helicopter,7,03615724,3021,ABBACDCD
466074,sun,guitar,guitar,sun,star,helicopter,star,helicopter,helicopter,guitar,sun,star,helicopter,7,42560317,1230,ABBACDCD
74704,hammer,smile,smile,hammer,cube,sun,cube,sun,cube,sun,hammer,smile,sun,7,24506173,3102,ABBACDCD
177359,guitar,helicopter,helicopter,guitar,sun,star,sun,star,sun,helicopter,guitar,star,star,7,63102745,0123,ABBACDCD
428235,eye,bulb,bulb,eye,pyramid,cube,pyramid,cube,cube,bulb,pyramid,eye,cube,7,12047356,2130,ABBACDCD
253691,guitar,eye,eye,guitar,truck,bulb,truck,bulb,truck,bulb,eye,guitar,bulb,7,04265173,3102,ABBACDCD
199313,guitar,hammer,hammer,carrot,guitar,hammer,hammer,carrot,bulb,hammer,guitar,carrot,carrot,7,35720641,0231,ABBCABBC
322994,bell,truck,truck,sun,bell,truck,truck,sun,bell,bulb,truck,sun,sun,7,26401573,2103,ABBCABBC
41636,sun,guitar,guitar,bulb,sun,guitar,guitar,bulb,smile,sun,bulb,guitar,bulb,7,04726135,2103,ABBCABBC
231232,smile,sun,sun,pyramid,smile,sun,sun,pyramid,sun,key,smile,pyramid,pyramid,7,67305241,1320,ABBCABBC
479845,bulb,pyramid,pyramid,guitar,bulb,pyramid,pyramid,guitar,pyramid,bulb,guitar,wheat,guitar,7,70613425,0231,ABBCABBC
244396,sun,eye,eye,wheat,sun,eye,eye,wheat,carrot,eye,sun,wheat,wheat,7,05164372,0231,ABBCABBC
480914,star,pyramid,pyramid,eye,star,pyramid,pyramid,eye,sun,star,pyramid,eye,eye,7,23645107,2301,ABBCABBC
266819,pyramid,star,star,hammer,pyramid,star,star,hammer,helicopter,pyramid,star,hammer,hammer,7,73516204,0132,ABBCABBC
45817,smile,bell,bell,key,smile,bell,bell,key,heart,bell,smile,key,key,7,26143570,1032,ABBCABBC
111389,pyramid,helicopter,helicopter,bell,pyramid,helicopter,helicopter,bell,pyramid,guitar,bell,helicopter,bell,7,16530274,2301,ABBCABBC
327751,bulb,pyramid,truck,bulb,bulb,pyramid,truck,bulb,hammer,pyramid,bulb,truck,bulb,7,31267045,3201,ABCAABCA
41675,guitar,sun,bulb,guitar,guitar,sun,bulb,guitar,guitar,sun,bulb,heart,guitar,7,01563427,1302,ABCAABCA
226517,helicopter,hammer,heart,helicopter,helicopter,hammer,heart,helicopter,hammer,heart,truck,helicopter,helicopter,7,24705631,0312,ABCAABCA
329108,cube,truck,heart,cube,cube,truck,heart,cube,heart,cube,truck,smile,cube,7,07243651,1032,ABCAABCA
556268,bell,heart,star,bell,bell,heart,star,bell,heart,bell,star,bulb,bell,7,36405271,0312,ABCAABCA
62818,cube,helicopter,key,cube,cube,helicopter,key,cube,helicopter,cube,pyramid,key,cube,7,14673052,1032,ABCAABCA
335467,cube,bulb,helicopter,cube,cube,bulb,helicopter,cube,bulb,helicopter,key,cube,cube,7,14250376,3201,ABCAABCA
495028,hammer,eye,bell,hammer,hammer,eye,bell,hammer,cube,hammer,bell,eye,hammer,7,01624573,3201,ABCAABCA
222208,star,wheat,eye,star,star,wheat,eye,star,wheat,truck,eye,star,star,7,26450173,1032,ABCAABCA
551867,wheat,heart,bell,wheat,wheat,heart,bell,wheat,heart,wheat,sun,bell,wheat,7,31620457,3102,ABCAABCA
272091,truck,wheat,sun,guitar,guitar,sun,wheat,truck,truck,sun,wheat,guitar,truck,7,04756312,0213,ABCDDCBA
487229,heart,star,bulb,cube,cube,bulb,star,heart,heart,cube,star,bulb,heart,7,37052461,1230,ABCDDCBA
647409,key,hammer,star,bell,bell,star,hammer,key,hammer,star,key,bell,key,7,57612043,2310,ABCDDCBA
489950,eye,pyramid,sun,cube,cube,sun,pyramid,eye,eye,pyramid,sun,cube,eye,7,20561473,3120,ABCDDCBA
630986,truck,guitar,cube,heart,heart,cube,guitar,truck,guitar,truck,heart,cube,truck,7,63450127,3120,ABCDDCBA
427752,cube,helicopter,bell,pyramid,pyramid,bell,helicopter,cube,helicopter,pyramid,bell,cube,cube,7,63152047,1032,ABCDDCBA
267497,hammer,bell,key,smile,smile,key,bell,hammer,key,bell,smile,hammer,hammer,7,34215760,0213,ABCDDCBA
636977,key,guitar,sun,hammer,hammer,sun,guitar,key,key,hammer,guitar,sun,key,7,15340627,0231,ABCDDCBA
583692,eye,bell,star,bulb,bulb,star,bell,eye,eye,bell,star,bulb,eye,7,52470613,1032,ABCDDCBA
653820,pyramid,bulb,heart,guitar,guitar,heart,bulb,pyramid,heart,guitar,bulb,pyramid,pyramid,7,64715032,1203,ABCDDCBA
43446,heart,guitar,cube,hammer,smile,smile,hammer,cube,heart,cube,hammer,smile,cube,7,53271064,3120,ABCDEEDC
318198,sun,eye,cube,wheat,truck,truck,wheat,cube,truck,eye,cube,wheat,cube,7,53642107,0312,ABCDEEDC
118108,heart,helicopter,carrot,hammer,sun,sun,hammer,carrot,hammer,sun,carrot,heart,carrot,7,27431065,0312,ABCDEEDC
108846,carrot,eye,sun,hammer,key,key,hammer,sun,hammer,key,sun,carrot,sun,7,35620714,1023,ABCDEEDC
541099,truck,helicopter,eye,heart,wheat,wheat,heart,eye,heart,wheat,eye,truck,eye,7,71456302,2031,ABCDEEDC
314477,sun,smile,eye,hammer,bell,bell,hammer,eye,sun,eye,smile,hammer,eye,7,04163725,3210,ABCDEEDC
464955,carrot,eye,bulb,bell,truck,truck,bell,bulb,bell,bulb,eye,truck,bulb,7,14752603,2031,ABCDEEDC
423016,star,key,bulb,bell,hammer,hammer,bell,bulb,key,hammer,bulb,bell,bulb,7,03745621,0213,ABCDEEDC
248135,wheat,sun,bell,bulb,smile,smile,bulb,bell,sun,bulb,wheat,bell,bell,7,57403126,2103,ABCDEEDC
411052,bulb,guitar,smile,hammer,bell,bell,hammer,smile,bell,hammer,bulb,smile,smile,7,24506173,3021,ABCDEEDC
